Age,Country,EducationLevel,EducationOther,StudyField,StudyFieldOther,Familiarity,UsesAI,Frequency,Purpose,PurposeOther,Tools,ToolsOther,GPTVersion,GPTPaid,ImproveUnderstanding,ImprovePerformance,TimeStudying,UsageHours,ChangeApproach,DescribeChange,VerifyInfo,Dependency,Benefits,BenefitsOther,Challenge,ChallengeOther,AverageBefore,AverageAfter,YearStarted,HoursPW2021,HoursPW2022,HoursPW2023,HoursPW2024,Improvement2021,Improvement2022,Improvement2023,Improvement2024,LikelihoodContinueUsage,Q8CodingHelp,Q8ConceptUnderstanding,Q8OtherBinary,Q8ResearchAssistance,Q8StudyScheduling,Q8WritingAssistance,ChatGPT,Google Gemini,Jasper,Midjourney,Q9OtherBinary
18,Lebanon,Undergraduate student,,Engineering,,4,Yes,Daily,"Writing assistance,Concept understanding",,"ChatGPT,Google Gemini",,GPT-3.5 (Free),No,3,Definitely yes,No change,7,Yes,,Often,2,Increased understanding,,Other (please specify),Sometimes he gives very false info (writing or even when solving a mathematical problem),80,89,2023,,,1.4,6-Jul,,,2,3,5,0,1,0,0,0,1,1,1,0,0,0
32,Lebanon,Graduate student,,Business,,5,Yes,Weekly,"Writing assistance,Coding or technical help,Concept understanding",,ChatGPT,,GPT-4 (Paid),,4,Probably yes,Decreased,1,Yes,"Instead of searching on google for any information, I look into AI tools and then compare with google",Always,2,Better organization,,Reliability of information,,84,88,2024,,,,1,,,,4,5,1,1,0,0,0,1,1,0,0,0,0
24,Lebanon,Graduate student,,Other (please specify),Analytics,5,Yes,Daily,"Research assistance,Writing assistance,Coding or technical help,Concept understanding",,ChatGPT,,GPT-3.5 (Free),Maybe,4,Probably yes,Increased,4,No,,Always,3,Increased understanding,,Dependency on AI,,92,95,2021,,,,,,,,,,1,1,0,1,0,1,1,0,0,0,0
24,France,Graduate student,,Business,,5,Yes,Daily,"Research assistance,Writing assistance,Coding or technical help,Study scheduling or organization,Concept understanding",,"ChatGPT,Other (please specify)",Perplexity,GPT-3.5 (Free),Maybe,4,Probably yes,Decreased,1,Yes,I get the solution from AI so it’s faster ,Never,4,Time-saving,,Dependency on AI,,70,85,2024,,,,2,,,,4,5,1,1,0,1,1,1,1,0,0,0,1
22,Lebanon,Graduate student,,Other (please specify),HRM,5,Yes,Daily,"Research assistance,Writing assistance,Study scheduling or organization,Concept understanding",,ChatGPT,,GPT-3.5 (Free),Maybe,4,Probably yes,Decreased,4,Yes,"Helps organize study time, provides help in research or references, decreases the time to search for articles or journals, etc.",Always,2,Enhanced creativity,,"Ethical concerns (e.g., plagiarism)",,80,80,2023,,,0,8,,,3,3,3,0,1,0,1,1,1,1,0,0,0,0
22,Lebanon,Graduate student,,Other (please specify),Speech and Language Therapy,3,Yes,Monthly,"Research assistance,Writing assistance,Concept understanding",,"ChatGPT,Google Gemini",,GPT-3.5 (Free),No,4,Probably yes,Decreased,0.5,Yes,It helped me understand my studies as well as summarizing them,Always,4,Time-saving,,Reliability of information,,78,80,2023,,,1,2,,,2,4,4,0,1,0,1,0,1,1,1,0,0,0
18,Lebanon,Undergraduate student,,Business,,4,Yes,Daily,"Research assistance,Writing assistance,Study scheduling or organization,Concept understanding",,ChatGPT,,GPT-3.5 (Free),Maybe,4,Probably yes,No change,5,Yes,it helps finish up the work that i do not have time to finish,Sometimes,2,Increased understanding,,Lack of guidance on usage,,90,90,2021,2,2,5,6,3,4,2,3,4,0,1,0,1,1,1,1,0,0,0,0
19,Lebanon,Undergraduate student,,Business,,3,Yes,Daily,"Research assistance,Writing assistance,Coding or technical help,Concept understanding",,"ChatGPT,Google Gemini",,GPT-4 (Paid),,4,Probably yes,Increased,7,Yes,,Often,4,Increased understanding,,Reliability of information,,85,90,2022,,1,1-Feb,7,,3,3,4,5,1,1,0,1,0,1,1,1,0,0,0
20,Lebanon,Undergraduate student,,Business,,4,Yes,Weekly,"Writing assistance,Concept understanding",,ChatGPT,,GPT-3.5 (Free),No,4,Unsure,No change,,Yes,,Rarely,3,Increased understanding,,Reliability of information,,80,80,2024,,,,,,,,,4,0,1,0,0,0,1,1,0,0,0,0
19,Lebanon,Undergraduate student,,Business,,5,Yes,Weekly,"Research assistance,Writing assistance,Concept understanding",,ChatGPT,,GPT-3.5 (Free),No,5,Definitely yes,No change,8,Yes,"AI has especially helped me in creating outlines and templates for my assignments. Helped with summarizing big studies, and creating bullet points which have shaved time off, increasing both academic efficiency and effectiveness ",Rarely,4,Time-saving,,Dependency on AI,,78,88,2021,2,4,8,8,2,5,5,5,5,0,1,0,1,0,1,1,0,0,0,0
18,Lebanon,Undergraduate student,,Business,,5,Yes,Daily,"Research assistance,Writing assistance",,ChatGPT,,GPT-3.5 (Free),No,5,Probably yes,No change,7,Yes,,Often,2,Increased understanding,,Reliability of information,,65,70,2023,,,,,,,,,5,0,0,0,1,0,1,1,0,0,0,0
19,Lebanon ,Undergraduate student,,Business,,5,Yes,Daily,"Research assistance,Writing assistance,Coding or technical help,Study scheduling or organization,Concept understanding",,ChatGPT,,I use both equally,,5,Unsure,Decreased,10,Yes,It makes me feel more relaxed rather than stressed that chatgpt is going  to read  a  300 paged book all in a minute and explain to me very well,Always,5,Increased understanding,,Dependency on AI,,70,92,2023,,,2,10,,,Fair,Well,4,1,1,0,1,1,1,1,0,0,0,0
19,Lebanon,Undergraduate student,,Business,,4,Yes,Weekly,"Research assistance,Writing assistance,Study scheduling or organization,Concept understanding",,"ChatGPT,Google Gemini,Midjourney,Other (please specify)",Tome,GPT-3.5 (Free),Yes,4,Definitely yes,Decreased,4,Yes,Ai helps me create a study plan and takes me through it step by step with research to backup claims,Always,4,Time-saving,,"Ethical concerns (e.g., plagiarism)",,73,87,2022,,2,3,4,,3,4,5,5,0,1,0,1,1,1,1,1,0,1,1
17,Lebanon,Undergraduate student,,Engineering,,3,Yes,Daily,"Research assistance,Writing assistance,Study scheduling or organization,Concept understanding",,ChatGPT,,GPT-3.5 (Free),Maybe,4,Probably yes,Decreased,6,Yes,,Always,3,Increased understanding,,Reliability of information,,82,87,2024,,,,0.1,,,,5,5,0,1,0,1,1,1,1,0,0,0,0
19,Lebanon,Undergraduate student,,Business,,2,Yes,Weekly,"Research assistance,Writing assistance,Concept understanding",,ChatGPT,,GPT-3.5 (Free),Yes,4,Probably yes,No change,2,No,,Often,2,Increased understanding,,Dependency on AI,,75,75,2024,,,,2,,,,3,3,0,1,0,1,0,1,1,0,0,0,0
20,Lebanon,Undergraduate student,,Business,,5,Yes,Weekly,"Writing assistance,Concept understanding",,ChatGPT,,GPT-3.5 (Free),No,4,Unsure,No change,,Yes,,Always,2,Increased understanding,,"Ethical concerns (e.g., plagiarism)",,85,85,2024,,,,2,,,,2,4,0,1,0,0,0,1,1,0,0,0,0
19,Lebanon,Undergraduate student,,Business,,4,Yes,Weekly,"Research assistance,Writing assistance,Coding or technical help,Study scheduling or organization",,ChatGPT,,GPT-4 (Paid),,4,Unsure,Decreased,3,Yes,I now first check what chat gpt has to say about the assignment before solving it.,Rarely,4,Time-saving,,"Ethical concerns (e.g., plagiarism)",,93,95,2024,,,,3,,,,2,4,1,0,0,1,1,1,1,0,0,0,0
20,Lebanon,Undergraduate student,,Business,,4,Yes,Weekly,"Research assistance,Writing assistance,Concept understanding",,ChatGPT,,GPT-3.5 (Free),Maybe,4,Probably yes,No change,4,Yes,Makes it easier to understand some concepts in a simpler way,Often,3,Increased understanding,,Reliability of information,,90,90,2022,,2,3,3,,1,2,3,4,0,1,0,1,0,1,1,0,0,0,0
19,Lebanon,Undergraduate student,,Business,,2,Yes,Daily,"Writing assistance,Concept understanding",,"ChatGPT,Google Gemini",,GPT-3.5 (Free),No,3,Probably yes,No change,5,Yes,,Often,2,Reduced stress,,Reliability of information,,80,80,2023,,,2,5,,,,,3,0,1,0,0,0,1,1,1,0,0,0
21,Romania,Undergraduate student,,Social Sciences,,3,Yes,Monthly,Concept understanding,,ChatGPT,,GPT-3.5 (Free),No,2,Definitely not,No change,1,No,,Rarely,1,Increased understanding,,Lack of guidance on usage,,70,70,2023,,,1,1,,,1,2,3,0,1,0,0,0,0,1,0,0,0,0
